Дата,№ заказа,Наименование,Количество,Доп. Расход чипов,Излишки,Виды брака_Дефект 1,Виды брака_Дефект 2,Виды брака_Дефект 3,Виды брака_Дефект 4,Виды брака_Дефект 5,Виды брака_Дефект 6,Виды брака_Дефект 7,Виды брака_Дефект 8,Виды брака_Дефект 9,Виды брака_Дефект 10,% брака,Принт 1 сторона_Дефект 11,Принт 1 сторона_Дефект 12,Брак без видимых причин,Участок,Номенклатура,Цена,кол-во брака,Общее кол-во брака,Заказ клиента,Стоимость брака
2025-06-28,25УП-006747,gAAAAABpAh5KCOjQj-cFzsavlcyr7ZXzXIzimvAE32qO1JHiiD6XZzG0l3w4pWFZq7x8I-TXAUyeJgMHR7HhpIvvcVycmbeQ8CJmKM_biUAcFTrLx1NSITbmGZb0aoecRLfGMEDyqo9W-CBve0-9bACmxjitthJTTDdeHuWBhn5EqUiWTKAmTg0NBJEfYD14wyUIIRD75B_HbkQoVMMztJLz9qfADJ_kVQ==,192.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0.0,0.0,0,0.52,0,0,1.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,20.0,1.0,0.0,0,20.0
2025-06-28,25УП-006749,gAAAAABpAh5KiNLhCbR8EnM_orzecx9pjTIwaAgvHk5fRW7Yt8VeFGi1IDYgeEsKyUWCe3xmNC8dC09eC4yhZ9mYjyKJqDZkYSVosA6mIMtAQkyJldsoDJy6n3IRAzkA0d9zGdr71reWuo4a4gNtVL-xk8sSqUT7HfgzD0mpIrjHJ_s-9CeGLs_EIadvV2FrwYZb68B8EJyaPK5o6YLnnhLBTc-NY-HMSg==,248.0,0.0,0.0,0.0,0,0.0,2,0,0,2,0.0,0.0,0,1.61,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,28.0,4.0,0.0,0,112.0
2025-06-28,25УП-006418,gAAAAABpAh5KLVo36868T7_h8dSXKTk2xkOXaU9zhYW9lwz0bBLzb9aBIWrvARndOP1RKrtaNCej0nVuHDyMPUAL16XPHnJtk_EC9eIrRj6AMLDGuyYxqLsraUvHs1iixL-nsJ2qSbwp3pFkHjJAOnNZk-N1bq9HIenRsogolur3BX3VDfr1k6-PjAg8KLhXRHBlDmwNNi2JZrlxLudXcO1bykVL5k-LF0rot_w2xIkqSqJnpVSrzSQ7MxD0UbbAxbodRXYcMwJBHboc9IjJiwr41Ss86tIaEJUaSypnnmmTFWg2LJEo5ahVRvH9AyX8WX0eqpiLnD1z,1032.0,0.0,0.0,0.0,0,0.0,0,0,8,1,0.0,0.0,0,0.87,33,14,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,32.0,9.0,0.0,0,288.0
2025-06-28,25УП-006761,gAAAAABpAh5KRYgSmvCkAKFR7KQvTqP8ITNPuU-VbXhUXAfavKSSEBRsJ8REthjI1fBwh9LLrgu5kvZSr-KuvpRAlrr_kd7FofdRbl1CgeVKZnes634Zts8lyoHWiUydQ28vDVfiunT_5gXtV_8oj5rjMiPfrGIQIDluxbcHsC47buBM6Wf4uqkndLSK_uF8GxiidtOt5Pj5ias3uzWK7FrTktLlhvTJDGZxPNqh-tI_U75AaJ-kKQSKoTDIbFXuolhkencei5GJp1W34Ab5H6zRF8vFhSPvYQ0e2NbkhEo5dFIUe5CO36dLXSUwvOGvQDj2ijpVk2nx,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,Отсутствует информация,0.0,0.0,0.0,0,0.0
2025-06-28,25УП-006706,gAAAAABpAh5KUfqEygrzS9EHg-rl4s5Fn94xR1XJRHI9XiphnmZ1xbvzyQbdSBolGbylM4AWDpmw5j8zGEUTkr5b1Yyn_3UgiYzuqFYcQKyxl2WDSxqm61zZuY95A6ZKIxGCUHwgdKObJdNbwwQ3ffdNhbpxvicv4765i-m2x1PQZXB4dO1HsjGWvHz6ZgnL-b-e9EVAZaHWZbbyMN8OfD7H_FcM8JrasaKmYMWktGW20X1uuEYyAwNrfjKoOakt8dr0qDaWyVYK,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,Отсутствует информация,0.0,0.0,0.0,0,0.0
2025-06-28,25УП-006733,gAAAAABpAh5KNS5Mm3CEkqBCEUiR7miI5jz6vz6f2slsy3CGTIi7d9m9Iajs0xcvob2JR8y6GlTXOq4rKnZTe0QERUlyiZtnsC6bFMbaq7ykwr1Vr0QtI43KbjypwIs1g_m_yvuUNBLvdbFzJqEceyHYJzDakxmyKCmqVQi0NRG0b569oz2R8gFV0dF9TLlNOkYWlGTyAgaHzEwECDtH5Qw1239ngVgjnQ==,8.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,30.0,0.0,0.0,0,0.0
2025-06-28,25УП-006750,gAAAAABpAh5KlwcyhRatV52lzp1XDpyndkS00nQTwJE3HgdmkkSlBEvUE1fMrvEZuHRG0Uf_skvJtuknv_CLNCHnhdrqKeB6FdO4BErkxv6qAWRB5onvUIQ9dtkbBYbTRqw99WJr54v_hhYZBGql626hGtXI3hTCt3_KuafdXxI3hgk8rOrEDJBATtL2BQTF-C_Ny9yZdqpptOcE6d92NTLRtEb3pzfhTg==,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1.0,0.0,0,100.0,0,0,0.0,Цех 1,Отсутствует информация,0.0,1.0,0.0,0,0.0
2025-06-28,25УП-006748,gAAAAABpAh5K_rDnRTFaxkWW5iJU3jGXOT9tWx4nZCRPoOiXNVfZn2b4T_bRYdH1a5OD7ZCZyPacVfi7tDJqQw6TaU_RGZTGPx4JpHzUpi2S-RQYnCDS0cNvOsQHk50W1Z3R_2Rgkd8Rfo1GVKXyEpWgu3fM-Fewq6_By3e00Kpf6jVl6ZxclNXvj2AyCKllLohWrtHrklnWSSljaBFNAHR-neHuACTCsA==,15.0,0.0,0.0,0.0,0,0.0,1,0,0,0,0.0,0.0,0,6.67,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,45.0,1.0,0.0,0,45.0
2025-06-28,25УП-006781,gAAAAABpAh5K87qNEyxUoDZRgXBru2Y5bx_VcAOUCuF-Xr2kLV8vANfN4JcB2xfQlqxhzhfDwEdpOoeLGYBHuf5SHxvyU7hRCNHESt-7p_FJkHoS7Qxy6HrhxKm_V1po9OnYTV7vy55gkQ87zHqwGOwDzUYU37-4asMBls81g_r-S4j4MlMWV6yxlK7XDVHv-pOSfcNEr2xMrBHtREQonRvtM9eMxRUK_g==,101.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,23.0,0.0,0.0,0,0.0
2025-06-28,25УП-006780,gAAAAABpAh5KzwcchOii0rOb78Q_jMr2OQnPfR_mjqids3ruG1f9VyWFAHVr6KHEzEsYNfjC0RT2GOzi8VZcE_vZo-80rVrVqWgLx1KjVxaKfBpfmIGhLpW-Jqdn_zcx0lZbFHa7EYcLoK8FsGFt195orQGdHtZ2tPPiuwWparADsLLP4lNJBI6juxU6-QpZl4gy9k-AB7HyF_aRKzBHp893wIz4DfpofQ==,38.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,6.0,0.0,0.0,0,0.0
2025-06-29,25УП-006692,gAAAAABpAh5KBHIkELq-o5jlEljDdV5S2qnmu4ZUJcqZkz86gQqK2_cOP5CDGIlgoa8DmRm0gq_YAGH4z9funLFRfxdocyi4vWVf3x3Z48V62gQqf1BY5PGv2gjgdg-pkn7YflDooCQhMhNIPjPrssEP8LrY1EVN8eSBKy_iyC10rXXhdntVq7gJUWVE2Ku5h67OUxbpdVYVq49OK1dszg5buvSo-rl-0Q==,3.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,18.0,0.0,0.0,0,0.0
2025-06-29,25УП-006767,gAAAAABpAh5Kts3l8mXSH2dm7Lmz1uo7wBi9Uac28-zQJVV5y1I5u8qe-QJHyzpE65aSVewl67AAntIpuNBnawpIwx0wvOjA7UohmJYav7C6YoL0IWu7e_y47FAsXx02N6WdQGrGufzMLl1254cJCvwtbV1PiwE2YhOSaHp0ORk8AZtGPjji6fG0she8H5dwduiXu48C6q2DsHTnxxP2Dgccde6-OTGFeQ==,3.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,28.0,0.0,0.0,0,0.0
2025-06-29,25УП-006779,gAAAAABpAh5KmAYlplDciznoJ6gpW-la02EMG3yptlsBKmSLvIvD0ehhTKQaBdQYgLQYvBYKYq3FCZp0Sbo_GavTBwsphcZwGwZZP67jDIs1gFVYHlLggMBrkWZvkg05wOy3PTE7L8tjvx3QSny-6RbYtY6HRCKM_CGz-pyREnqSZ_6G_5NBsBaaK9gPaodfDfO2Kk5oi7puJagIHkiWSdOtdBNa8F9Pkg==,9.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,36.0,0.0,0.0,0,0.0
2025-06-29,25УП-006766,gAAAAABpAh5K-8cASAb6q8nesE3AdJlV4_YnufY2nZ0HSIi5VCzJAjgY7TeZO2DQNNtMVLfDhkKjmBPIG3AeF1PUTmbnIzqWRriVqs7lQl2AXZ3dhV_A9w12fz-M9mqKgPtm0INeIwMXPZ8lfI4c1OGZB6AlJ1xYCbXrbuUg-uCQprVwxv8nPHu2CbDfGzBbxMjTEyiTZpTMiiepBv76QekiAyQ6GOklsw==,5.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,7.0,0.0,0.0,0,0.0
2025-06-29,25УП-006785,gAAAAABpAh5K3FgRtkzqYpMu4MP3jTXpl3kUYEHQa0Wm8qOzCn5oYqh0h7qBlgS_vPkXNRgAgisOIHOYPCV4Ma8CnHyjDWiVA_83-nAkpJ1hP5FnQd4HaXytpCwjSw-je-fzMIOKCQ2dZx7Yuf--8SugNIBH3IqyP2CptM_YZCt68QvVD5ALt5nGj0FFU3AZBGu9vxrxlNLSjDsZZ20D3089bGwKx3-gbg==,4.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,Отсутствует информация,0.0,0.0,0.0,0,0.0
2025-06-29,25УП-006699,gAAAAABpAh5KiaW3n4vAq8DHwSe9KxbDxSs_ZItVQAYA_y90P8tUc6yB0Tv-30VxMTDMXn5eMAyhz3pZay5vM0_hDnjv5sL8APL95gAVCQbJRQ-hzshDDbs2W2XR9DMSwR28RC76Pmlk1M-5lbgkoaH_SXEtKZ0G-f-I64ZXzIm7ROWjmmevLbr_FVjzQGtZJaQ6equ1YejHjsGTDZqr2IMuhB6-sRwKeQ==,1587.0,0.0,0.0,0.0,0,4.0,10,7,0,6,0.0,0.0,2,1.83,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,41.0,29.0,0.0,0,1189.0
2025-06-29,25УП-006746,gAAAAABpAh5KDiKg09OyzqxqENdBIDIE8EGCaiTpZQUIfOx3SsI1dcZ6s6vs7xUQtOasZ9xzU6Zs72twN0J1KoH9VBMEGdf5CJ1VFRDYMqJ4lTzgcwVJ3kGwCXnrwT3VZqPIztKlNArxt_PXhVW4htzifdJMYKtgKdMmIZ9VmsbG9AFnLKShdW2S52_gryjfVmBWZEgG3w8KlsMtPUjAYTwBFi6fCs9qsg==,23.0,0.0,0.0,0.0,0,0.0,0,0,0,4,0.0,0.0,0,17.39,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,33.0,4.0,0.0,0,132.0
2025-06-29,25УП-006696,gAAAAABpAh5KV4jbTFd8oW3Ei7aIiwcW6JK6_bj6517zVr4_cWAFBNX2zmtAe-UUf3mnUWLnCj_Je-J7b8EpFYhQoniFPVZwoVImqA7t8wdCkzh6ptgJmEOk1OW8e7z1x3_nuRdwSd66ZlTTLwpy6yvWwgv8yQYx_8oPnEUMyqJx0FYsuhLMKsVaEEfK8YvyKtsVvcFvGbxgeo2Q2MRx3rAdpIjsXXTStA==,55.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,5.0,0.0,0.0,0,0.0
2025-06-29,25УП-006738,gAAAAABpAh5KwB0QqKdpC1m7ugAKiOhVzTFkN1dfwUsvxgFPgSQI5RJHLyKW3OA6vttCXKiDw_HTM2PkleoFXyLD-EaA_WFzUqpxIl_zMwjf3XwhYUyyveM0BsERhUzpG2mHrPIuSTPVe0Yftc9dahlaoCgCWSOhgh6OvQo8w2hasPuZiu5VN4b8AqYIflY9bGQ8-IPar-3nA3J2vViFMD03P_-5QM10mw==,55.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,47.0,0.0,0.0,0,0.0
2025-06-29,25УП-006693,gAAAAABpAh5K4uZWM6UbJSGzpE_5BwIF06yFhisVe1x-ef4tojDVwBgruAn-X1ZVB98QmFjd7QslxULflqPUCjPxLRCnKrd5mP8m3Y_w91oTe6w4t9mtV_12ztXvTw9syZuPhHwCnCm1k3yC2ULXVWFEO206yPUUmGu16ik0t3e7bQSy420EEzXbLY6E0zhuqlXxHnXQEYBgoXflah2AoNQL6oNTdZSOMw==,2.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,3.0,0.0,0.0,0,0.0
2025-06-29,25УП-006739,gAAAAABpAh5KTzwFa33zyUoNcU0v39yTj4DsHiPasbHGceFDr2bODcY1TeXLCI0uMx6gNGMrY3c-ADXmeSd5f-Z9zBvx9oqBl1AAtm0DYIZ5uGhWUZ9wnLCeuc84ctCrmDwl2o271aKpIe7H7BJy91bBHLKeHOXQN2KlpP7uWZC7Y8_WzO8l_QkqwCDd_T9BpiWMS3dW0TLWHPqytRpA0I5Ydp0ubPnFyA==,308.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,32.0,0.0,0.0,0,0.0
2025-06-29,25УП-006741,gAAAAABpAh5KtqqwtvXTFWAIyG36P3_vNuxsGl_IpSHdNCG027Cojr6y-QSbdXy3l6KMDGmTcZUq-RJ-Bym4dwhqwG5segZyffD3TUa-y1UQPXbHbuauDSl3aHP_-LdczfIL75BJkVugBiCXN7m0mfislRTiiLl4nluyDN3ze_fqO10zEObUwhBbrTuHfAPapoS_frG8FW7WgjhOvWwOqRUPGyg9of2TVQ==,504.0,0.0,0.0,0.0,0,0.0,2,1,0,4,0.0,0.0,0,1.39,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,7.0,7.0,0.0,0,49.0
2025-06-29,25УП-006759,gAAAAABpAh5KybPTRmD8L07A5oD9hrVhde1jluJTRdRqPEqG-KpNz0zSI21FwKt2gqTgdi9xjUrqCYIqbjWLGesF6nCRBCyNznHx_jryRQx2XpoGIdu25NpaOYA8h8POT4PB6UzCPPQun4H4t68ot9DSILVXPIBeVXB85kP1Y3u_YC82ahBpcJ1AhhF8VUsBMMoeWJoAQapMBE27MW-1zoBTk_KqJlgY2ZmtHzJzV8LPYGfOY-rXEwyt6vIOzM92mn1GAn78OWjZ-8Aud9NfEQbWxs_jACtWt51CA6oasIIAowMT5oGtfMLD1BfyMQ1Eqo6sY4ZuCeWp,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,Отсутствует информация,0.0,0.0,0.0,0,0.0
2025-06-29,25УП-006575,gAAAAABpAh5KGfECgfWgDGfO29-krs2NCQcLbAwPMpL4Rh_higBq1tvCefVPDVMCXgKrZ51AdWTlsdCzCWtXzGkd9MerL_8FCHiVjIljpCPSUIlSQll0neAJOc3d3GV7KzEClQLTwvXiZZIDam_KMP2_KqeOIJGH4osPF5mYBIfJaFA8CvvE6hLq2Pvfb4X1JLKyowB4RLFV4Z1oz-BNfGqhFn9101KEXPAMlOdvztYwvCckI7xdEyQ=,0.0,0.0,0.0,0.0,0,19.0,7,0,0,0,10.0,0.0,0,0.0,0,0,0.0,Цех 1,Отсутствует информация,0.0,36.0,0.0,0,0.0
2025-06-29,25УП-006771,gAAAAABpAh5KBUXLZcs1bxHeeF66iyK2D8NMocHq67C9dUBNMnDCWD3iQkXQatNB2xCppYRz_VSnFg6IXyImLgaqR2xMWMPVOf2fyJipJVa1uII_CF7QSHlWtIpAwE6hAwnqhFyouRokR7t4DAt-lmNDbf7msGyfE9_5KzKnRvdPIDlSdaQ0jBzx8hnoafPArYFEOST9t5OLghzxwgryE5eohPmjx2_wtw==,472.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,44,9.32,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,40.0,44.0,0.0,0,1760.0
2025-06-29,25УП-006745,gAAAAABpAh5KDhHYzF85JVSMMhupRoO4DBZ9S2-zPE4UINQFmGLYJAc90CvvBfn-Tn5Mg8PpmZJU1EaFHVIIBq2xW_YbG9DoqQlMQYXipZjg7kLa-UATIlUUZdThTh2dcYhSZRdFQcSZE9HQaNcmz0SrM3xV1SR7mMcd7Pml-aPGCk1I9VdQ42dHtSaTzbtt8CLK09KfcKYME8LnllcJKHJIOfc6gOw2Vg==,4000.0,0.0,0.0,0.0,0,0.0,10,3,3,3,0.0,0.0,10,0.73,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,32.0,29.0,0.0,0,928.0
2025-06-29,25УП-006597,gAAAAABpAh5KVVmcuOTFKkGYuJ-d3vyqyiYmdPIUm77RBHNPpVskaiLZYc2P4TktJXH745BD37atTn38Ocv3rP-uxuoi4xqr2Yk2ngic_OZCAAU-X487D9E-5egA7qUdwM__Y7zkHn-zazdRGz2uAA3Lz6tSBNN5Q4GQAu3ryy-4sOdILGCQ-tWUIDGzUwXV06ScGK2reLzlPqwdBdjWYGjmp4QS5gI-TIWJYCEwRBmHp-ivSPXziLA=,264.0,0.0,0.0,0.0,0,0.0,9,0,0,0,0.0,0.0,0,3.41,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,43.0,9.0,0.0,0,387.0
2025-06-29,25УП-006743,gAAAAABpAh5K7DbQXx3yy9OYPVyFlTKAAKAbyMw36SRQIe3KbKto6xYm3kHO9ne1KkFlDgbzJBuTIJ-CGhHCFFwAI-xL69h9pJ3R6YkrZo2pxRgf7H2CcjK82ICSMToWTg7di1UHEYlSCvyN-mbStmX6bUYw7IAL5UNlHFE92j4E_CpDm2IUzZkR97fhScDeXj83BZrkmDxjjyvXtsZoDHSG6LZPvt3Ofw==,1017.0,0.0,0.0,0.0,0,0.0,1,1,2,0,0.0,1.0,0,0.49,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,9.0,5.0,0.0,0,45.0
2025-06-29,25УП-006334,gAAAAABpAh5KmiKq882I56VjTLDa72_dXy6syxAV_NpiYKU65NXuvMsyJAHzHqvIwLyPcRDtv5Gx4WBMaJeJ7v61paO3FisjRtu3ttM-647FkdqaMaHfVL0HHmajJVIBPWGd0PDh6XcuBHna0xb-Y2rvulXwHyOJ6ups1AkUjwyrJNN4r0H9UbyVLnRwb_Xz9Vij3o12JyctIMq0BkCJhrporChU9ur59tPlFLe-ekCuYjGP_EzWWjgo-SNP8dNyCdCDkrdQKImTLXexaY0MtBbFvPedkeiV1m5rl52J9OIalravxopOXBM=,3800.0,0.0,0.0,0.0,0,122.0,0,0,0,0,0.0,0.0,0,3.21,43,19,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,1.0,122.0,0.0,0,122.0
2025-06-29,25УП-006553,gAAAAABpAh5K-rRdTUH1CKB0vUXNQpAHc3f327br8I8RYZ8I-rvuq-9TRvp9Tp_t-Lbe8UBfG6mF08W-wltmPGegtR06vgHHO62ixcZoJx6KdWAh76_73jdx7qk2kBjVniz1cIdICPdazJwACdKOXT0akQMIMaEVZRy8qO9_1Sx0yL_3ChizHXDe5SvSBMPWL5A35qnwbTQ5DKSIX4Hc_KjrhuVIKgYWcQEzkBDrg5lZCI3rjLFaood-3zcuvtjc0yvcb2ThdDp5,200.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,45.0,0.0,0.0,0,0.0
2025-06-29,25УП-006562,gAAAAABpAh5KUTnQzyCAWD4fKYR7BSdYwmaP2aIHQBBl0FXPXhfj7piiVLsmHXFSrXNSuLMEOH9DsGG9DptP8Y35ZNdbSK1SR13-hnx-IAQ-F7PU1JJfzMw2yhbOK4Bn052aI4K_9OXBBy_KdCbUeyY6W3yXBDAbQCSDwkeP23jrROGeByAfsqd7c-dbw0T1UokJgxIj1yUeMJ4va54hxs-WqjNFDd6DGXFXVrwTpZigxq0wR1ME5KPqvpnK8NCm9X0hFrys8VPdnZ3y8IJzQ0qKB4_hIhlDhxB0caRujkvwJ4AAGkecBqI=,4.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,df280eef912a94574bb16c0270769f09667017e39d86bdd008128d5adfd2d2e2,23.0,0.0,0.0,0,0.0
2025-06-29,25УП-006713,gAAAAABpAh5Km7zHG4991k3tPuH2ZMeCBalSij0NMUsXo7QR9AZaJGvGpcHTtzgKPRt7MKMGdlZdBY-NPel_t_adqf3xwkKiNzB5nBMnRBBOVowL_SJbu6MXLERZ_zjSOms2R-8BHCZYv5zcxOrV7_1scxX3j2N--_MW7vT6dJuZWoyilmC4nFnIfW-CsGgBL6SYBeutSOG_HBaOJe2veRO7PwJ-BzxJECwG1q0Nw8gFMOfeCauE_KYswbIOOSdsBfg5NfYI35-B3pn-po2d6SgH0lL_RYNbyDDQNO3SaLtLztc6_DN0858nL7rYoBzdNTGQYUQMj_86,5.0,0.0,0.0,5.0,0,0.0,0,0,0,1,0.0,0.0,0,120.0,2,59,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,11.0,6.0,0.0,0,66.0
2025-06-29,25УП-006731,gAAAAABpAh5KQMTtfJhwPF42SOfexKZBtX8iJFfXOH0bDd_cl2IaALnemCXMiTeltmnF6EZsYFdRAZwXsPiVkN_00fjbEUky3DikwmUcZWRxufwTKvti9_fpAXNqKmOA1EqO-K_0tT_3ZKEQrIRRmXe5A-q0K6KYzIwIlDRxlCqQSE3zUZ2lROPPGrppkfrdp1p7FVb_O-xdecT-Nn6Qf5mTpH2wR-bFb8KYV_luuwu4kqhgs4_cwzj4s5orTtMvCmMSGvRt9AJzKt_5-aWsRBKfgB92ThHGQ7EFAuXsZg8wXFkIuCfewE8_-gcnuh9Ay9QHSLfbCNeomjfLVjsNIhNQzqhebkpKjA==,50.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,28.0,0.0,0.0,0,0.0
2025-06-29,25УП-006773,gAAAAABpAh5KSwCVSxOrGbSyYISj7s3IW1DvU-SowBEcwF9n1-MuicV_4GD4UZNCQosKp6t-vPfFrO6OtgMEbOaEFi9Lsbsn5W2WUdUKjuVfVY1DR_paQm3B17bmB8VOlvc8dzUMz19_WtgGoXWQl8ZzdWH8gPkRU53LOxMij7GFJp9aKj4TinidEW2R8f5zd2rX_mlyBZfpjoTGZ7PbyL4J0Xo8sK3kmA==,529.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,9.0,0.0,0.0,0,0.0
2025-06-29,25УП-006784,gAAAAABpAh5KGZsd0_Z_BiFOL9yLWQAx081w7aLjx_OXEA8jkoAqCeknnU9vJnmVCc5XyKPy0a5pyqiYR7cHXRnfrxvHdN9JFfOnSuGonoeTjK110FGzl-4i5STHtNjgJSTpVLChDqaJhwqP4zGoiGdTuNh39kM_4B8Yi0QT7jvVzs1DEdjXC8mHv7TFs_FEuSB9zSUjBd2IbiRh9vJ-oOZmU_6eRPZdvg==,238.0,0.0,0.0,0.0,0,0.0,5,0,0,0,0.0,0.0,0,2.1,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,20.0,5.0,0.0,0,100.0
2025-06-29,25УП-006782,gAAAAABpAh5Ki80SnPJVQovxA1uR5aP8p4kNrcmaloa3fySm8xSce996Q-mlDBnWD8aem-j2fUQXIjTo2Y36N_ssaGBKowhAoTVmE0So4c-Z81eSiE8OskMNtuLkjE4Ciu4M4nd3cfv7TsbChUiaC153dtTQ28j_wTBKVFaLLgdJ7oDSYA0tECACQXbSK6Lw98em6GAqvw22HJ-tBpTpuD9rkBowgk35bQ==,207.0,0.0,0.0,0.0,0,0.0,0,1,0,1,0.0,0.0,0,0.97,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,26.0,2.0,0.0,0,52.0
2025-06-29,25УП-006774,gAAAAABpAh5Kj2S5Hk8UCaxy6FyViIVL936BiM9I0SLZCPllIMkSq9n6ZVA44yIbqFOOaxWvx0TTI6UecS7tvSOcTFsiuatLJD07f62luwDVoxq5OPHYwdbfERZ7EoIA4twOtvpVXnwVrQUBGeOORM20oIzNOCYBY90FZALXvdpq1WeEI2oF7uoKjpeMrMOPoOmD9bC5bNh2ybylqcOYSvxUaxk-uTPsYw==,532.0,0.0,0.0,0.0,0,1.0,2,2,0,0,0.0,0.0,0,0.94,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,41.0,5.0,0.0,0,205.0
